Date,Year,Quarter,Month,GDP,FDI,HHD,COPD,GOVD,GOVE,IMP,EXP,PIR,MLR,WAGE,UNEM,NEER,REER,CCI,PII,BSI,TOUR,BROLP,INDPRO,CAPU,BROMO,FRES,LAB
1993-03-31,1993,Q1,3,1067301.00,,,,,,,,,,,,,,,,,,18.75,,,,,
1993-04-30,1993,,4,,,,,,,,,,,,,,,,,,,18.65,,,,,
1993-05-31,1993,,5,,,,,,,,,,,,,,,,,,,18.50,,,,,
1993-06-30,1993,Q2,6,1039924.00,,,,,,,,,,,,,,,,,,17.65,,,,,
1993-07-31,1993,,7,,,,,,,,,,,,,,,,,,,16.80,,,,,
1993-08-31,1993,,8,,,,,,,,,,,,,,,,,,,16.70,,,,,
1993-09-30,1993,Q3,9,1086494.00,,,,,,,,,,,,,,,,,,16.00,,,,,
1993-10-31,1993,,10,,,,,,,,,,,,,,,,,,,16.60,,,,,
1993-11-30,1993,,11,,,,,,,,,,,,,,,,,,,15.15,,,,,
1993-12-31,1993,Q4,12,1147308.00,,,,,,,,,,,,,,,,,,13.60,,,,,
1994-01-31,1994,,1,,,,,,,,,,,,,127.70,106.86,,,,,14.25,,,,,
1994-02-28,1994,,2,,,,,,,,,,,,,127.60,106.64,,,,,13.80,,,,,
1994-03-31,1994,Q1,3,1179517.00,,,,,,,,,,,,127.31,106.63,,,,,13.95,,,,,
1994-04-30,1994,,4,,,,,,,,,,,,,127.14,105.83,,,,,15.15,,,,,
1994-05-31,1994,,5,,,,,,,,,,,,,126.66,106.29,,,,,16.20,,,,,
1994-06-30,1994,Q2,6,1146232.00,,,,,,,,,,,,126.21,106.23,,,,,16.75,,,,,
1994-07-31,1994,,7,,,,,,,,,,,,,125.30,105.61,,,,,17.60,,,,,
1994-08-31,1994,,8,,,,,,,,,,,,,125.02,105.35,,,,,16.80,,,,,
1994-09-30,1994,Q3,9,1135828.00,,,,,,,,,,,,124.41,105.33,,,,,15.90,,,,,
1994-10-31,1994,,10,,,,,,,,,,,,,123.61,105.23,,,,,16.40,,,,,
1994-11-30,1994,,11,,,,,,,,,,,,,123.68,104.08,,,,,17.20,,,,,
1994-12-31,1994,Q4,12,1226603.00,,,,,,,,,,,,124.22,104.19,,,,,15.96,,,,,
1995-01-31,1995,,1,,,,,,,121960.39,98281.00,,,,,124.35,103.86,,,,,16.63,,,,,
1995-02-28,1995,,2,,,,,,,109138.90,98571.00,,,,,124.26,103.89,,,,,17.08,,,,,
1995-03-31,1995,Q1,3,1265610.00,,,,,,138365.68,126244.00,,,,,122.85,102.85,,,,,17.01,,,,,
1995-04-30,1995,,4,,,,,,,111573.39,98514.00,,,,,120.99,101.09,,,,,18.67,,,,,
1995-05-31,1995,,5,,,,,,,139846.80,117042.00,,,,,121.00,101.89,,,,,18.38,,,,,
1995-06-30,1995,Q2,6,1256367.00,,,,,,135543.28,120967.00,,,,,120.72,102.05,,,,,17.35,,,,,
1995-07-31,1995,,7,,,,,,,130215.44,112181.00,,,,,120.78,102.92,,,,,15.86,,,,,
1995-08-31,1995,,8,,,,,,,142238.99,118967.00,,,,,122.72,105.22,,,,,16.07,,,,,
1995-09-30,1995,Q3,9,1231962.00,,,,,,120132.29,124111.00,,,,,123.80,106.70,,,,,16.78,,,,,
1995-10-31,1995,,10,,,,,,,147350.80,119427.00,,,,,123.46,107.59,,,,,16.12,,,,,
1995-11-30,1995,,11,,,,,,,151019.74,128260.00,,,,,123.86,107.41,,,,,16.88,,,,,
1995-12-31,1995,Q4,12,1314936.00,,,,,,132899.38,119095.00,,,,,124.35,107.74,,,,,17.96,,,,,
1996-01-31,1996,,1,,,,,,,137819.09,110317.00,,,,,125.05,108.06,,,,,17.94,,,,,
1996-02-29,1996,,2,,,,,,,131370.23,114896.00,,,,,125.28,108.34,,,,,17.97,,,,,
1996-03-31,1996,Q1,3,1313862.00,,,,,,146332.20,121081.00,,,,,125.28,108.36,,,,,19.99,,,,,
1996-04-30,1996,,4,,,,,,,140696.85,104774.00,,,,,125.35,107.92,,,,,21.01,,,,,
1996-05-31,1996,,5,,,,,,,141558.15,123088.00,,,,,125.44,108.19,,,,,19.12,,,,,
1996-06-30,1996,Q2,6,1336374.00,,,,,,131443.00,109131.00,,,,,125.65,108.36,,,,,18.27,,,,,
1996-07-31,1996,,7,,,,,,,131721.97,110785.00,,,,,125.50,108.90,,,,,19.61,,,,,
1996-08-31,1996,,8,,,,,,,141250.72,118078.00,,,,,125.38,109.62,,,,,20.58,,,,,
1996-09-30,1996,Q3,9,1323012.00,,,,,,122981.26,112529.00,,,,,125.53,109.57,,,,,22.59,,,,,
1996-10-31,1996,,10,,,,,,,138047.48,116426.00,,,,,125.65,110.54,,,,,24.18,,,,,
1996-11-30,1996,,11,,,,,,,130752.17,120781.00,,,,,125.28,110.21,,,,,22.64,,,,,
1996-12-31,1996,Q4,12,1382117.00,,,,,,125210.15,117016.00,,,,,125.64,110.27,,,,,23.90,,,,,
1997-01-31,1997,,1,,,,,,,140863.02,116895.00,,,,,126.44,110.45,,,,,23.47,,,5215536.00,,
1997-02-28,1997,,2,,,,,,,115816.80,109171.00,,,,,127.49,111.66,,,,,20.83,,,5217369.00,,
1997-03-31,1997,Q1,3,1318993.00,,,,,,134739.20,126548.00,,,,,127.94,112.66,,,,,19.21,,,5241102.00,,
1997-04-30,1997,,4,,,,,,,137121.80,110912.00,,,,,128.31,112.18,,,,,17.47,,,5286083.00,,
1997-05-31,1997,,5,,,,,,,124659.08,123251.00,,,,,128.59,112.77,,,,,19.14,,,5286604.00,,
1997-06-30,1997,Q2,6,1309139.00,,,,,,128464.20,119488.00,,,,,135.40,118.73,,,,,17.55,,,5237182.00,,
1997-07-31,1997,,7,,,,,,,142932.96,142950.00,,,,,111.55,98.86,,,,,18.40,,,5237686.00,,
1997-08-31,1997,,8,,,,,,,156090.18,155213.00,,,,,105.29,95.63,,,,,18.71,,,5077804.00,,
1997-09-30,1997,Q3,9,1282881.00,,,,,,155857.96,180543.00,,,,,97.79,88.91,,,,,18.45,,,5120878.00,,
1997-10-31,1997,,10,,,,,,,151712.21,192708.00,,,,,92.96,85.41,,,,,19.85,,,5203451.00,,
1997-11-30,1997,,11,,,,,,,138949.30,187697.00,,,,,90.19,83.31,,,,,19.00,,,5252271.00,,
1997-12-31,1997,Q4,12,1296888.00,,,,,,160098.87,224457.00,,,,,83.42,77.00,,,,,17.00,,,5354371.00,,
1998-01-31,1998,,1,,,,,,,162930.16,225186.00,,,,,72.76,67.27,,,,,15.09,,,5433748.00,,
1998-02-28,1998,,2,,,,,,,133511.16,201087.00,,,,,82.21,76.31,,,,,14.06,,,5451144.00,,
1998-03-31,1998,Q1,3,1244216.00,,,,,,132767.99,194266.00,,,,,91.48,85.49,,,,,13.08,,,5471477.00,,
1998-04-30,1998,,4,,,,,,,125841.36,167744.00,,,,,94.46,88.39,,,,,13.39,,,5490948.00,,
1998-05-31,1998,,5,,,,,,,113306.83,164193.00,,,,,96.63,90.69,,,,,14.39,,,5501618.00,,
1998-06-30,1998,Q2,6,1145060.00,,,,,,136266.74,189985.00,,,,,91.86,86.59,,,,,12.06,,,5538233.00,,
1998-07-31,1998,,7,,,,,,,134249.92,187549.00,,,,,94.28,89.22,,,,,12.01,,,5613876.00,,
1998-08-31,1998,,8,,,,,,,123268.07,175519.00,,,,,94.02,89.22,,,,,11.88,,,5679607.00,,
1998-09-30,1998,Q3,9,1155997.00,,,,,,116615.29,180487.00,,,,,94.50,89.25,,,,,13.36,,,5755491.00,,
1998-10-31,1998,,10,,,,,,,116716.71,171162.00,,,,,96.23,90.79,,,,,12.56,,,5809432.00,,
1998-11-30,1998,,11,,,,,,,109592.77,159459.00,,,,,100.25,93.87,,,,,10.92,,,5815085.00,,
1998-12-31,1998,Q4,12,1265055.00,,,,,,107390.49,164445.00,,,,,100.00,93.49,,,,,9.80,,,5858631.00,,
1999-01-31,1999,,1,,,,,,,103800.12,145324.00,,,,,98.81,92.12,,,,,11.06,,,5828028.00,874089.53,
1999-02-28,1999,,2,,,,,,,104528.58,150927.00,,,,,98.80,92.34,,,45.30,,10.20,,,5873479.00,886961.66,
1999-03-31,1999,Q1,3,1259716.00,,,,,,125221.18,173602.00,,,,,98.93,92.20,,,45.50,,12.47,,,5882111.00,952436.71,
1999-04-30,1999,,4,,,,,,,123569.98,164205.00,,,,,98.46,90.77,,,49.10,,15.30,,,5882531.00,982350.79,
1999-05-31,1999,,5,,,,,,,119573.03,168610.00,,,,,100.25,92.16,,,51.90,,15.14,,,5931399.00,1007087.85,
1999-06-30,1999,Q2,6,1206997.00,,,,,,143748.29,175199.00,,,,,100.47,92.41,,,50.80,,15.77,,,5850856.00,1034526.90,
1999-07-31,1999,,7,,,,,,,129223.89,181161.00,,,,,99.67,92.19,,,50.90,,19.01,,,5872974.00,1065423.96,
1999-08-31,1999,,8,,,,,,,140364.98,184433.00,,,,,96.21,89.27,,,50.30,,20.22,,,5880561.00,1112760.51,
1999-09-30,1999,Q3,9,1246015.00,,,,,,155461.33,197213.00,,,,,91.07,84.44,,,50.00,,22.40,,,5886752.00,1203784.66,
1999-10-31,1999,,10,,,,,,,153550.31,210617.00,,,,,91.33,84.86,,,49.90,,21.95,,,5902870.00,1137377.27,
1999-11-30,1999,,11,,,,,,,164160.76,198496.00,,,,,93.14,86.52,,,52.10,,24.59,,,5931589.00,1160175.42,
1999-12-31,1999,Q4,12,1317543.00,,,,,,158501.47,200262.00,,,,,94.55,88.13,,,52.20,,25.59,,,5964477.00,1123620.33,
2000-01-31,2000,,1,,,,,,,134100.39,195606.00,,,,,96.80,89.80,,,53.20,,25.38,,,5944919.00,1102656.63,
2000-02-29,2000,,2,,,,,,,189777.52,201378.00,,,,,97.28,90.54,,,52.00,,27.70,,,5973169.00,1111618.92,
2000-03-31,2000,Q1,3,1346757.00,,,,,,160379.56,212943.00,,,,,96.80,90.01,,,52.00,,27.47,,,5958206.00,1116695.11,
2000-04-30,2000,,4,,,,,,,159586.70,194801.00,,,,,96.92,89.41,,,49.00,,22.54,,,5962457.00,1123063.66,
2000-05-31,2000,,5,,,,,,,162543.26,201025.00,,,,,96.26,88.91,,,51.00,,27.34,,,5953472.00,1160610.41,
2000-06-30,2000,Q2,6,1279194.00,,,,,,190931.34,212289.00,,,,,94.91,87.73,,,50.30,,29.68,,,5960351.00,1173749.31,
2000-07-31,2000,,7,,,,,,,193212.72,240672.00,,,,,92.84,86.16,,,46.40,,28.53,,,6002308.00,1238240.59,
2000-08-31,2000,,8,,,,,,,217485.63,247859.00,,,,,91.87,85.74,23.06,,46.90,,29.43,,,6053081.00,1233168.40,
2000-09-30,2000,Q3,9,1276273.00,,,,,,201950.66,248126.00,,,,,90.39,84.29,21.47,,45.60,,32.62,,,6080701.00,1273815.52,
2000-10-31,2000,,10,,,,,,,229959.41,265697.00,,,,,88.62,82.32,20.37,,46.90,,30.93,,,6165012.00,1325948.07,
2000-11-30,2000,,11,,,,,,,219930.32,262833.00,,,,,88.07,81.53,23.33,,48.30,,32.52,,,6168750.00,1326265.39,
2000-12-31,2000,Q4,12,1352158.00,,,,,,205716.19,247714.00,,,,,89.01,82.37,23.51,,50.50,,25.13,,,6203418.00,1320786.91,
2001-01-31,2001,,1,,,,,,,206994.61,217142.00,,,,,89.24,82.15,28.35,,48.70,,25.64,,,6249154.00,1307207.65,
2001-02-28,2001,,2,,,,,,,187088.34,219391.00,,,,,90.47,83.98,27.96,,47.70,,27.41,,,6269772.00,1332155.09,
2001-03-31,2001,Q1,3,1378078.00,,,,,,227121.09,255358.00,,,,,89.33,82.79,28.64,,48.40,,24.40,,,6303064.00,1348819.05,
2001-04-30,2001,,4,,,,,,,197623.46,214400.00,,,,,87.32,80.93,22.11,,45.30,,25.64,,,6333728.00,1366559.15,
2001-05-31,2001,,5,,,,,,,220930.75,250788.00,,,,,87.16,80.97,17.20,,47.30,,28.45,,,6332810.00,1353275.00,
2001-06-30,2001,Q2,6,1326723.00,,,,,,202954.28,243388.00,,,,,88.30,81.75,21.63,,45.00,,27.72,,,6317791.00,1331264.47,
2001-07-31,2001,,7,,,,,,,211830.00,234328.00,,,,,87.81,81.72,23.68,,43.30,,24.54,,,6345750.00,1371074.23,
2001-08-31,2001,,8,,,,,,,196609.79,249026.00,,,,,87.32,81.16,29.91,,44.50,,25.70,,,6384900.00,1352962.74,
2001-09-30,2001,Q3,9,1322686.00,,,,,,199138.05,232799.00,,,,,88.12,82.06,18.31,,41.70,,25.54,,,6426245.00,1361271.30,
2001-10-31,2001,,10,,,,,,,203688.88,235853.00,,,,,88.26,81.94,20.26,,43.60,,20.48,,,6464136.00,1385656.32,
2001-11-30,2001,,11,,,,,,,203070.78,234123.00,,,,,89.42,82.65,24.63,,45.40,,18.94,,,6531401.00,1377663.99,
2001-12-31,2001,Q4,12,1407869.00,,,,,,172457.11,215934.00,,,,,91.11,84.21,30.94,,47.80,,18.60,,,6561477.00,1369573.92,
2002-01-31,2002,,1,,,,,,,194083.41,206932.00,,,,,91.88,84.51,30.81,,49.20,,19.49,,,6487866.00,1401975.31,
2002-02-28,2002,,2,,,,,,,165668.32,207270.00,,,,,92.56,85.21,37.54,,49.90,,20.29,,,6550820.00,1408580.85,
2002-03-31,2002,Q1,3,1441030.00,,,,,,204016.57,239730.00,,,,,92.89,85.62,32.34,,53.50,,23.69,,,6560345.00,1392524.10,
2002-04-30,2002,,4,,,,,,,197185.26,206860.00,,,,,92.36,85.03,33.19,,50.70,,25.65,,,6601886.00,1423376.94,
2002-05-31,2002,,5,,,,,,,203618.58,246222.00,,,,,92.02,84.73,38.20,,52.80,,25.39,,,6603044.00,1455026.43,
2002-06-30,2002,Q2,6,1411214.00,,,,,,199322.38,232337.00,,,,,92.03,84.52,42.03,,50.70,,24.13,,,6591390.00,1491301.15,
2002-07-31,2002,,7,,,,,,,210861.37,223736.00,,,,,92.41,85.17,49.23,,51.90,,25.77,,,6621959.00,1566520.15,
2002-08-31,2002,,8,,,,,,,220198.85,250831.00,,,,,91.03,83.89,47.65,,50.90,,26.63,,,6718939.00,1589539.64,
2002-09-30,2002,Q3,9,1414291.00,,,,,,205960.99,260506.00,,,,,90.00,83.20,50.99,,49.50,,28.34,,,6475300.00,1596314.27,
2002-10-31,2002,,10,,,,,,,224477.85,268301.00,,,,,88.90,82.68,53.65,,51.50,,27.55,,,6515120.00,1591492.23,
2002-11-30,2002,,11,,,,,,,225797.86,261911.00,,,,,88.67,81.76,53.27,,51.00,,24.18,,,6601101.00,1626047.12,
2002-12-31,2002,Q4,12,1503042.00,,,,,,193481.18,233027.00,,,,,88.31,81.57,50.47,,50.20,,28.52,,,6647163.00,1658706.97,
2003-01-31,2003,,1,,,,,,,230507.59,249102.00,,,,,88.18,81.50,46.10,,51.60,,31.25,,,6708683.00,1729013.09,
2003-02-28,2003,,2,,,,,,,202029.98,252685.00,,,,,87.85,81.05,48.30,,50.30,,32.65,,,6744624.00,1693547.49,
2003-03-31,2003,Q1,3,1550742.00,,2400925.00,,,,231296.01,268411.00,,,,,88.08,81.11,42.69,,51.80,,30.34,,,6764476.00,1637486.11,
2003-04-30,2003,,4,,,,,,,220229.96,249966.00,,,,,87.75,80.80,40.30,,46.70,,25.02,,,6753484.00,1649914.23,
2003-05-31,2003,,5,,,,,,,226882.23,274090.00,,,,,87.30,80.82,49.70,,49.50,,25.81,,,6813449.00,1716161.48,
2003-06-30,2003,Q2,6,1500109.00,,2476645.00,,,,216069.02,267407.00,,,,,88.20,81.42,50.60,,49.50,,27.55,,,6789067.00,1747211.59,
2003-07-31,2003,,7,,,,,,,241603.67,266746.00,,,,,88.52,82.08,54.80,,48.20,,28.40,,,6815584.00,1665734.39,
2003-08-31,2003,,8,,,,,,,231852.15,266368.00,,,,,89.34,83.08,59.00,,49.00,,29.83,,,6854811.00,1658122.98,
2003-09-30,2003,Q3,9,1511005.00,,2554667.00,,,,228399.13,279661.00,,,,,91.06,84.41,60.40,,49.40,,27.10,,,6874544.00,1710865.54,
2003-10-31,2003,,10,,,,,,,254715.80,289522.00,,,,,90.90,84.33,63.60,,50.80,,29.59,,,6907898.00,1737751.49,
2003-11-30,2003,,11,,,,,,,232320.14,284357.00,,,,,90.41,83.68,62.10,,51.10,,28.77,,,7036853.00,1782801.12,
2003-12-31,2003,Q4,12,1622511.00,,2668149.00,,,,253800.60,284801.00,,,,,89.65,83.06,60.90,,52.50,,29.93,,,7062081.00,1874659.49,
2004-01-31,2004,,1,,,,,,,241296.63,268726.30,,,,,90.13,83.15,60.70,,50.40,,31.18,,,7151426.00,1933024.09,
2004-02-29,2004,,2,,,,,,,232511.92,281751.79,,,,,89.95,83.66,56.00,,50.40,,30.87,,,7193707.00,1973928.83,
2004-03-31,2004,Q1,3,1651929.00,,2759776.00,,,,292681.75,308662.63,,,,,90.09,83.74,49.10,,50.90,,33.80,,,7217180.00,1979241.65,
2004-04-30,2004,,4,,,,,,,262968.52,278360.02,,,,,90.25,83.76,47.00,,50.20,,33.36,,,7310834.00,1968976.75,
2004-05-31,2004,,5,,,,,,,285080.47,318967.87,,,,,88.98,82.71,42.00,,49.70,,37.92,,,7321220.00,1967703.33,
2004-06-30,2004,Q2,6,1594896.00,,2854593.00,,,,297060.64,332983.63,,,,,87.84,81.65,39.10,,49.50,,35.19,,,7237815.00,1991145.41,
2004-07-31,2004,,7,,,,,,,285184.03,322407.96,,,,,87.20,81.38,43.40,,48.30,,38.37,,,7340029.00,1995026.45,
2004-08-31,2004,,8,,,,,,,311983.67,334134.32,,,,,86.40,80.93,37.90,,46.60,,43.03,,,7348971.00,2011618.74,
2004-09-30,2004,Q3,9,1596306.00,,2941854.00,,,,294546.28,345625.75,,,,,86.32,81.02,35.10,,47.50,,43.38,,,7379786.00,2023793.60,
2004-10-31,2004,,10,,,,,,,303279.73,360312.33,,,,,85.90,80.44,41.90,,47.40,,49.82,,,7416414.00,2035609.92,
2004-11-30,2004,,11,,,,,,,318532.36,342703.46,,,,,86.06,80.09,41.80,,48.20,,43.05,,,7482510.00,2081847.19,
2004-12-31,2004,Q4,12,1730192.00,,3038630.00,,,,264993.36,328165.50,,,,,87.57,81.65,44.30,,48.40,,39.64,,,7470897.00,2126155.59,
2005-01-31,2005,,1,,,,,1793024.09,,318709.98,297033.90,2.00,4.73,,,89.81,85.66,45.60,,48.50,,44.28,,,7549213.00,2095408.01,
2005-02-28,2005,,2,,,,,1790030.01,,283470.90,294853.30,2.00,4.63,,,90.58,86.68,51.50,,47.10,,45.56,,,7605134.00,2170916.53,
2005-03-31,2005,Q1,3,1715539.00,,3128253.00,,1808149.80,,362234.44,363437.77,2.25,4.62,,,90.02,86.70,41.00,,46.40,,53.08,,,7564052.00,2199312.24,
2005-04-30,2005,,4,,,,,1789608.70,,350792.53,322827.11,2.25,4.51,,,88.61,85.58,24.50,,46.20,,51.86,,,7573536.00,2219709.03,
2005-05-31,2005,,5,,,,,1798385.44,,376480.92,358726.59,2.25,4.36,,,88.07,85.40,27.90,,46.60,,48.67,,,7584578.00,2182568.11,
2005-06-30,2005,Q2,6,1663994.00,,3206866.00,,1776122.97,,401110.08,374958.03,2.50,4.38,,,86.76,84.41,23.70,,45.20,,54.31,,,7539978.00,2146702.23,
2005-07-31,2005,,7,,,,,1804957.26,,364191.95,392663.58,2.75,4.51,,,85.84,84.84,13.20,,44.20,,57.58,,,7617651.00,2143202.01,
2005-08-31,2005,,8,,,,,1818490.85,,382410.20,414542.83,2.75,4.64,,,86.22,85.68,22.60,,44.10,,64.09,,,7674578.00,2165306.63,
2005-09-30,2005,Q3,9,1672102.00,,3312364.00,,1826994.39,,350634.23,421758.25,3.25,4.77,,,86.71,86.49,13.80,,44.30,,62.98,,,7739380.00,2135081.74,
2005-10-31,2005,,10,,,,,1814618.90,,359909.81,386765.65,3.75,4.99,,,87.94,87.60,19.70,,45.10,,58.52,,,7751194.00,2155721.16,
2005-11-30,2005,,11,,,,,1817367.77,,364006.29,397003.27,3.75,5.10,,,88.29,87.26,24.80,,45.50,,55.54,,,7878283.00,2201450.61,
2005-12-31,2005,Q4,12,1796955.00,,3432466.00,,1857322.44,,350486.30,382102.83,4.00,5.35,,,87.97,86.94,29.40,,45.90,,56.75,,,7926411.00,2293817.68,
2006-01-31,2006,,1,,,,,1883445.26,,326261.76,346927.94,4.25,5.55,,,89.90,88.19,26.30,,45.20,,63.57,,,8112463.00,2310189.03,
2006-02-28,2006,,2,,,,,1903435.49,,334076.79,369611.88,4.25,5.65,,,90.67,89.24,25.80,,45.00,,59.92,,,8146834.00,2315298.24,
2006-03-31,2006,Q1,3,1810063.00,,3513240.00,,1915874.70,,368586.47,421488.30,4.50,5.94,,,91.52,90.81,17.60,,44.80,,62.25,,,8211430.00,2301759.31,
2006-04-30,2006,,4,,,,,1926934.62,,329401.47,344913.23,4.75,6.18,,,93.13,92.83,14.70,,43.50,,70.44,,,8281136.00,2336598.70,
2006-05-31,2006,,5,,,,,1943056.05,,392009.64,403677.19,4.75,6.26,,,91.45,91.54,12.30,,43.80,,70.19,,,8347457.00,2403378.23,
2006-06-30,2006,Q2,6,1738304.00,,3513030.00,,1937777.33,,385019.16,410683.02,5.00,6.30,,,91.77,91.76,12.80,,43.70,,68.86,,,8241849.00,2403707.88,
2006-07-31,2006,,7,,,,,1952938.43,,384658.01,417578.68,5.00,6.37,,,92.53,92.87,13.50,,43.10,,73.90,,,8325859.00,2414468.08,
2006-08-31,2006,,8,,,,,1956298.49,,387408.35,438798.10,5.00,6.48,,,93.18,93.50,15.20,,43.00,,73.61,,,8396950.00,2446639.10,
2006-09-30,2006,Q3,9,1746759.00,,3633308.00,,1967703.88,,348270.08,439699.51,5.00,6.48,,,93.94,93.99,18.00,,43.50,,62.77,,,8404508.00,2458704.33,
2006-10-31,2006,,10,,,,,1970204.34,,358080.65,422310.01,5.00,6.62,,,94.52,94.96,27.80,,44.60,,58.38,,,8438367.00,2483105.67,
2006-11-30,2006,,11,,,,,1960767.75,,357082.97,428212.54,5.00,6.65,,,95.60,95.78,29.80,,45.70,,58.48,,,8578218.00,2628658.41,
2006-12-31,2006,Q4,12,1893689.00,,3730428.00,,1954083.65,,353249.49,394341.34,5.00,6.65,,,96.63,96.55,26.90,,45.00,,62.31,,,8572506.00,2664657.60,
2007-01-31,2007,,1,,,,,1968749.55,,313677.27,366027.55,4.75,6.71,,,96.92,95.97,24.00,,43.90,,54.30,,,8679773.00,2662665.64,
2007-02-28,2007,,2,,,,,1992204.99,,326371.67,389032.00,4.50,6.68,,,97.37,95.98,23.70,,42.90,,57.76,,,8817552.00,2718467.34,
2007-03-31,2007,Q1,3,1928792.00,,3772309.00,,2056327.10,,340998.43,441796.60,4.50,6.53,,,98.60,97.62,17.80,,43.60,,62.14,,,8889367.00,2774455.42,
2007-04-30,2007,,4,,,,,2046131.53,,340129.35,369858.02,4.00,6.33,,,98.43,97.79,17.70,,39.30,,67.40,,,8946398.00,2794007.26,
2007-05-31,2007,,5,,,,,2065656.68,,377023.02,433691.31,3.50,6.14,,,99.03,98.85,17.90,,44.00,,67.48,,,9017526.00,2802126.03,
2007-06-30,2007,Q2,6,1829463.00,,3860967.00,,2031575.40,,359263.06,434852.38,3.50,6.02,,,99.42,99.02,16.70,,43.00,,71.32,,,8906872.00,2846634.92,
2007-07-31,2007,,7,,,,,2035057.24,,346425.58,399095.53,3.25,5.93,,,101.04,100.55,13.30,,40.70,,77.20,,,9011081.00,2912335.72,
2007-08-31,2007,,8,,,,,2044675.89,,398259.54,474729.88,3.25,5.84,,,99.61,98.41,14.70,,43.40,,70.80,,,9005629.00,3018490.73,
2007-09-30,2007,Q3,9,1842192.00,,3936921.00,,2051363.26,,344594.31,458230.15,3.25,5.79,,,98.52,97.82,15.20,,44.50,,77.13,,,8986597.00,3200419.30,
2007-10-31,2007,,10,,,,,2042415.33,,397267.08,499229.42,3.25,5.77,,,97.47,97.02,16.60,,44.80,,82.86,,,9041266.00,3368334.79,
2007-11-30,2007,,11,,,,,2049743.42,,384227.64,495235.72,3.25,5.74,,,96.77,96.18,13.50,,45.60,,92.53,,,9063783.00,3480348.31,
2007-12-31,2007,Q4,12,1979091.00,,4024624.00,,2051607.21,,367176.56,450429.50,3.25,5.70,,,97.86,97.20,18.30,,44.50,,91.45,,,9108515.00,3592351.15,
2008-01-31,2008,,1,,,,,2095908.89,,407715.81,460200.60,3.25,5.70,,,98.06,97.23,16.70,,45.60,,91.92,,,9186191.00,3783200.13,
2008-02-29,2008,,2,,,,,2107861.98,,395485.02,424135.22,3.25,5.65,,,99.17,98.51,18.00,,44.80,,94.82,,,9322377.00,3944983.88,
2008-03-31,2008,Q1,3,1992940.00,,4071112.00,,2140502.53,,403010.37,464165.59,3.25,5.62,,,100.51,100.04,17.90,,47.30,,103.28,,,9392113.00,4123825.36,
2008-04-30,2008,,4,,,,,2178065.52,,431030.07,433651.28,3.25,5.63,,,99.94,100.54,12.20,,43.00,,110.19,,,9420360.00,4124353.29,
2008-05-31,2008,,5,,,,,2180813.45,,403979.54,503615.10,3.25,5.72,,,99.10,101.16,9.40,,43.90,,123.94,,,9432847.00,4140704.41,
2008-06-30,2008,Q2,6,1893939.00,,4191455.00,,2158779.58,,466743.14,547770.17,3.25,5.88,,,96.30,98.70,8.60,,40.90,,133.05,,,9295104.00,4156072.23,
2008-07-31,2008,,7,,,,,2127597.88,,530317.43,575297.04,3.50,5.92,,,94.92,97.32,7.80,,41.50,,133.87,,,9271966.00,4063172.01,
2008-08-31,2008,,8,,,,,2133491.64,,500457.16,543012.05,3.75,5.98,,,95.97,95.49,9.90,,40.70,,113.85,,,9397167.00,3994313.89,
2008-09-30,2008,Q3,9,1883585.00,,4274826.00,,2162110.65,,477867.40,550982.87,3.75,6.06,,,96.37,96.24,11.50,,41.00,,99.06,,,9408537.00,3937795.35,
2008-10-31,2008,,10,,,,,2130526.56,,494432.12,515597.53,3.75,6.15,,,98.49,97.21,11.70,,38.30,,72.84,,,9520561.00,3914282.18,
2008-11-30,2008,,11,,,,,2127405.48,,398373.49,409845.05,3.75,6.21,,,98.41,96.35,10.10,,34.40,,53.24,,,9725612.00,3992175.68,
2008-12-31,2008,Q4,12,1939874.00,,4348866.00,,2134734.27,,346133.38,402813.28,2.75,5.82,,,96.45,93.41,10.20,,36.90,,41.58,,,9943157.00,4116632.10,
2009-01-31,2009,,1,,,,123960.57,2208496.54,190567.00,277743.41,364133.30,2.00,5.60,,,97.22,93.61,13.10,,36.30,,44.86,,,10044057.00,4076621.21,
2009-02-28,2009,,2,,,,117427.49,2286941.97,143956.00,246252.82,408771.20,1.50,5.43,,,97.97,95.39,13.00,,37.40,,43.24,,,10202715.00,4218501.35,
2009-03-31,2009,Q1,3,1907673.00,198286.00,4419636.00,125122.75,2364782.94,182244.00,302789.86,409821.19,1.50,5.20,,,97.62,95.41,10.10,,40.00,,46.84,,,10231803.00,4254634.16,
2009-04-30,2009,,4,,,,74292.65,2445784.05,141127.00,316759.45,366556.67,1.25,5.04,,,97.14,95.65,10.60,,39.20,,50.85,,,10264378.00,4246581.84,
2009-05-31,2009,,5,,,,109115.67,2478360.74,143220.00,291749.57,401238.51,1.25,4.91,,,97.07,95.19,11.50,,45.40,,57.94,,,10297551.00,4386313.74,
2009-06-30,2009,Q2,6,1836030.00,268157.00,4551292.00,142740.05,2466914.79,139299.00,345745.30,417190.14,1.25,4.84,,,97.50,95.99,10.80,,46.30,,68.62,,,10132924.00,4408885.92,
2009-07-31,2009,,7,,,,161460.20,2589541.99,163937.00,371619.11,437181.74,1.25,4.53,,,97.32,95.87,10.10,,45.00,,64.91,,,10003328.00,4582434.91,
